,T0-S0,T0-S1,T1-S0,T1-S1,T2-S0,T2-S1,T3-S0,T3-S1,T4-S0,T4-S1,T5-S0,T5-S1,T6-S0,T6-S1,T7-S0,T7-S1,T8-S0,T8-S1,T9-S0,T9-S1,T10-S0,T10-S1,T11-S0,T11-S1,T12-S0,T12-S1,T13-S0,T13-S1,T14-S0,T14-S1,T15-S0,T15-S1,T16-S0,T16-S1,T17-S0,T17-S1,T18-S0,T18-S1,T19-S0,T19-S1,T20-S0,T20-S1,T21-S0,T21-S1,T22-S0,T22-S1,T23-S0,T23-S1,T24-S0,T24-S1,T25-S0,T25-S1,T26-S0,T26-S1,T27-S0,T27-S1,T28-S0,T28-S1,T29-S0,T29-S1
,develop,distil,pose,prospect,slower,latest,unplug,valuabl,flimsiest,invert,mulitpurpos,mobil,wobblei,multi,hung,minor,fexabl,stope,nylon,shriek,screami,fling,ware,aquababi,outweigh,hook,cheerio,fluid,lysol,tier,tier,contemporari,mammoth,unnecessari,widespread,newest,hei,inconveni,grandmoth,lack,covet,gear,scurri,lager,dot,militari,collaps,thule,enoug,common,forceflex,encrypt,healthi,sceptic,prettiest,y,contort,pat,ecstat,unscent
,germi,heav,random,metal,superfici,becuas,herbal,remain,seko,wet,buffer,explor,chock,affix,enfant,spendi,gripe,precoci,loud,detail,lamin,bare,hardest,dull,upfront,warn,lincoln,devis,attr,prepar,superb,honest,cuter,homemad,newli,quiet,alert,intimid,mnth,sterilis,mulitpurpos,undamag,cubbi,easi,grunt,nibbl,trendi,quilt,favor,preschool,educ,benefici,geniou,outer,flush,overcom,w,avent,ambigu,emori
,roomi,neutral,smuther,afaid,perform,align,cheeri,sturdai,began,odorless,educ,warmer,mesmor,crunchi,obtacl,proud,deserv,unus,puppi,bloodi,elicit,recal,foolishli,lumpi,modest,tailgat,everyoth,rattl,cosmit,kickstand,fumbl,dwindl,lamaz,conclud,addict,delta,squishi,convert,unattach,contort,innov,familiar,pelican,tubless,rainforest,classi,user,everydai,hypnot,swim,makeshift,pt,teenag,effortless,purrfect,bundlem,dens,digit,unusu,strangl
,ferri,wider,sice,maintain,starter,scrape,slouch,dirti,dough,headboard,fewer,gloriou,stiff,superb,har,temp,vertic,cuter,eonli,synthet,swati,negit,reconfigur,harri,skimp,adjsut,natal,dozent,wow,neighbor,diagnos,cheapi,clever,tacki,ecstat,contin,humid,useful,ware,wobblei,peac,offici,cooshi,search,loudest,almsot,trim,pour,modest,adhes,left,spilt,chubbi,vent,complimentari,superb,shallow,warp,neater,fluid
,autist,swindl,heavyweight,squiggli,seper,vital,prohibit,unplug,x,twinkl,iatleast,toon,imped,readi,inaccur,beacaus,total,swallow,fail,appeal,omega,higher,oistur,soggi,miami,torn,peacefulli,bothersom,repeat,beg,absorb,newborn,cheeri,secur,hunni,wider,colder,masonit,sweep,fallen,mischiev,beam,fals,minimum,tho,reposit,med,innaccur,widespread,everytim,greasi,squrit,scurri,roomi,waterproof,swivel,s,satisfactori,preemi,alpha
,darken,dump,outweigh,essenti,coldest,preciou,useabl,import,vital,fail,light,d,prickli,adhes,snoopi,stationari,share,remind,unisex,vigor,sound,forewarn,bearabl,reliev,sage,unbeliev,purrfect,christma,sudden,bog,tremend,unstabl,minor,stiffer,conceal,intent,mediocr,inappropri,invert,calmli,sanitari,accompani,brows,elit,fed,plant,grasp,gogo,independ,tricki,trim,protest,miser,n,polli,itchi,unbeknownst,pal,mishiev,grit
,hilari,thankfulli,hollow,tradit,collicki,fairli,bounc,mental,resili,sporti,paci,sterdi,pliabl,gentler,moveabl,jordan,desper,disatisfi,actract,ridicul,asham,stain,increasingli,continu,papasan,disappear,colicki,curv,shorter,bore,magnif,downstair,unpredicat,oddest,blank,latest,opaqu,ml,tougher,medic,boxi,groom,chime,nightnight,gravel,simpl,unassist,plastic,overwhelm,i,pile,micro,cosco,left,bendabl,dark,exist,roam,prescrib,paranoid
,hilli,straightforward,dark,storkcraft,irregular,east,atleast,recomend,trickier,wonderful,flush,hardest,whistl,laptop,greatland,freeli,enorm,tini,ach,desir,confus,frill,similiar,countless,worn,zippabl,scuff,intern,filthli,greater,stockpil,usu,twilight,memor,fromt,zippabl,fixabl,top,definitli,lightweight,fragil,afford,sabl,mylicon,assum,worn,odorless,dirti,crowd,overpow,aslo,happier,neautral,mad,revers,eject,favour,writh,subscept,sand
,unavaili,hilari,shrill,suppos,kinda,colicki,fourth,cloudb,collaps,sceam,mount,enorm,jordan,screami,bust,priceless,bathtim,seper,hyper,won,mid,successfulli,rec,piti,vibrant,onlin,tether,womfi,femal,awkard,forc,trendi,adjac,deem,rip,ipod,latch,benefici,e,reinsert,snuggl,sleepi,robust,uninterupt,loosen,taller,utmost,bring,girli,stainless,disagre,consign,unabl,bounci,wiggli,crumpl,snazzier,snoopi,princess,beathabl
,estat,domest,frantic,bitti,swati,hesit,neurosmith,repaint,longest,pre,mini,younger,bendabl,agreat,filter,brightest,appal,prospect,johnni,cheer,cheapest,state,sippe,repetit,affix,paci,smelli,relax,metropolitan,bendabl,aid,virtual,aquababi,bridg,stress,fenagl,bold,reassembl,forgiv,regal,acut,strateg,bodili,fixabl,comebersom,matic,pediatr,calmer,bummi,withth,cosco,obviou,awsom,address,redesign,anti,huggi,experienc,complic,intermitt
,scari,kolcraft,vibrant,restrain,minim,secret,regist,fake,cast,occur,tacoma,crumbl,conform,essenti,prettiest,lightweight,nation,cutest,disgust,past,challeng,affect,wobbl,beep,bunki,heartbeat,adopt,innaccur,bleech,destroi,bite,jonni,borrow,seesaw,wobbl,willingli,bumpi,structur,ifficult,pediatr,lousi,spilt,bo,reinsert,record,swap,minimum,smelli,discourag,ipod,leaki,e,handlebar,repetit,funni,tore,cake,dismal,unexpect,wide
,boil,immobil,oooz,determin,boast,tough,adament,honest,fog,perman,hollow,worn,complant,limit,germi,cring,massiv,public,constant,pour,heckuva,helth,paralyz,afford,repeat,listen,reclin,sponsibl,combi,nylon,fluid,sterdi,symetr,true,educ,elit,repet,import,memor,freebi,cubbi,touchabl,hei,boudreaux,forgiv,consecut,remov,surpris,escap,taut,skirt,recom,exit,prematur,zantac,sponsibl,interf,infest,detail,tushi
,sat,upcom,contrari,separ,runni,tush,problemat,upper,crumpl,unibodi,personn,alot,residenti,sudden,combi,latch,superyard,prettti,separ,rattl,insist,magnif,quilt,recess,horizont,back,trendi,wooden,discontinu,cring,baggi,innov,industri,trasport,glow,neurot,windi,severli,aquababi,southwest,louder,patch,handheld,exception,mose,transport,breastf,micro,rear,bale,stuffi,misc,diffent,pooki,inherit,forceflex,famou,creak,squeaki,control
,sang,lb,bounci,aleast,stuf,kickstand,dual,lamb,justifi,thicken,differnet,forgotten,blindsid,stageseat,apparr,analyz,analyz,revers,neatest,grippi,flape,reassembl,sometiem,starter,econom,dissip,ionic,ridicul,unattach,addit,isnt,floati,steal,windi,scariest,surviv,ruin,soooo,peg,hilari,miser,boudreaux,dead,freind,snugli,cubbi,coolest,olin,attch,squeeki,freddi,trhe,breastf,leaki,puppi,gase,btw,amhappi,industri,sterliz
,prickli,spirit,vital,sibl,crafti,analog,frequent,sold,inevit,press,smosh,opt,scratchi,sweati,awsom,outstand,bunki,calmer,odorless,versatil,trim,swati,modern,religi,tyke,earliest,snug,advis,peic,hard,aquababi,ricketi,shy,bendabl,fifti,youngest,dread,nighttim,music,american,rec,unclick,pegasu,exchang,fragil,burp,elastic,train,specif,nativ,potti,befal,countless,shatter,bunki,happier,float,addict,belov,squrit
,facilit,akward,arbitrari,appeal,contemporari,sterl,snazzi,recom,rave,rec,compactli,secret,unnecessari,nervou,prici,bedsid,public,snip,satisfactori,unavaili,bumpi,finest,project,rare,disabl,worn,needless,uninterupt,bold,brittl,jordan,ecstat,luxuri,taut,enter,dri,nighttim,caught,rug,scallop,realisticli,wild,assur,high,reccommend,hilari,extend,toss,hunni,destroi,lose,chines,silki,reliabl,vigor,huggi,sung,upper,priceless,hasnt
,cramp,unintellig,marvel,peak,quilt,patti,altern,insecur,altern,harass,sterdi,deep,sleepi,curiti,nation,memor,unexpect,pine,flutterby,hilari,yearold,understood,verifi,dot,unsurpass,emili,conceal,lionheart,balconi,petuina,british,kolcraft,anatomi,scald,cheapi,calmli,elabor,elabor,conclud,finest,humpti,kate,fussi,practic,duffel,scent,sampl,toxic,womb,damn,frumpi,splatter,flexibl,board,illconceiv,comlpic,realist,tore,greatland,enter
,soapi,piti,unusu,slpt,unbear,elong,medic,thrush,r,neglig,wildcard,bleech,preemi,crummi,backtrack,cheapi,ineffect,registri,tylenol,tempt,kissaluv,true,jealou,struggl,waterpfoof,compact,align,actract,elderli,nanni,unabl,practal,headboard,contemporari,filter,bundlem,robust,flexibl,unsupervis,dual,friendli,breastf,state,adult,measlei,nicaragua,cooler,overheat,insul,began,pal,wound,discret,fisherpric,numer,toteatot,meaning,wd,wahm,ducki
,dead,ziploc,requir,sporti,widespread,flexibl,bunki,bring,settl,bitti,alpha,enter,detail,smuther,impres,handwash,doubler,polycarbon,yellow,visit,rainforest,freind,bedsid,treat,hei,interchang,bi,puffi,matern,akin,skirt,ridicul,accommod,supurb,urban,rear,cosco,slam,delight,seep,tubbl,ly,elabor,flush,infanc,eddi,straightforward,ricketi,inaccur,graco,walgreen,recent,usu,juat,bouncei,deposit,brilliant,cruiseship,sat,dwindl
,weaker,nation,brought,puffi,fog,quiet,leari,anatomi,nonexist,nonexist,compliant,cosco,typic,deeper,lazi,damn,dissapoint,valuabl,filter,tiniest,urban,sporti,convert,angri,unscent,xma,omega,estat,iatleast,ziploc,overpai,sleeptit,tether,pooh,sooth,honest,looser,cuddli,coldest,egd,twin,med,taught,grant,ad,breastmilk,clever,unexpect,infant,audio,undisturb,cornic,workout,opposit,cherri,insecur,woud,wasnt,clever,fail
,unsur,twilight,fake,broken,recharg,reorder,disasembl,clich,nearbi,intend,burgandi,lastli,industri,blatant,ziploc,earli,almsot,everytim,stare,enter,agon,strengthen,safetli,stolen,teriff,liter,soil,util,slimmer,cure,mealtim,kei,blew,extract,asham,disgust,prope,quilt,sassi,traumat,holyok,compact,bake,versatil,practic,scare,flimsier,twirl,lactina,purpl,su,slower,ugli,seper,nubi,determin,snugli,unisex,insecur,shrill
,squirmi,mak,prepar,pureer,unconvent,fair,plesant,vaug,quilt,lo,comprabl,tie,forgot,master,soggi,sweati,downsiz,leaki,sleigh,scrape,fascin,heavi,earliest,escap,x,alpha,comic,lumpi,wiggli,estat,interferr,uno,louder,uction,teriff,tangl,flang,unwieldi,drizzl,strictli,excepton,roomi,soooooo,adapt,raw,twin,lousi,sore,crummi,brightlli,looser,deepest,recomend,heartbeat,sceptic,afraid,malawi,cuphold,minim,microwav
,dandi,proclaim,disintegr,tough,exceed,wore,unsurpass,mealtim,privat,cushioni,borrow,smooth,walgreen,critic,shrink,versatil,perman,clariti,undon,readjust,poopi,detroit,peacefulli,strip,lil,almsot,giant,hesit,flimsier,unbeknownst,amp,begun,comic,fexabl,west,handsom,maneuver,scare,miami,realist,temporari,quailti,sour,mose,vital,seventh,headboard,difer,deepest,nursuri,matern,soooooo,neatest,gassi,neatest,chic,scrunch,manouv,deserv,painless
,allign,tinylov,oistur,germi,angelcar,harde,nearbi,harm,sooth,secret,greatful,madden,unsatisfi,chime,squeeki,cast,smear,scream,becuas,benefici,bottom,odorless,regist,muffli,suburban,ergonom,usabl,plush,shaki,specif,unmark,mash,tier,adopt,drawbridg,unbeknownst,lame,flash,angelcar,ultim,huggi,worthwhil,memor,sharp,ly,breastfe,disapoint,began,temp,sneak,vaug,aug,appli,impos,unattach,upscal,expand,certifi,earliest,slim
,cold,stire,neautral,differnt,artifici,weird,struggl,deem,swap,walki,oliv,shell,ims,embrac,movabl,horizont,snotti,ski,whimsic,needlenos,unavaili,resist,worthi,fustrat,deliv,hilari,rave,newborn,quailti,unwelcom,happiest,ipod,decsrib,stuffi,usu,bristl,awar,goldilock,differnet,loud,spong,announc,frozen,wintertim,nanni,crowd,sweati,matic,soundli,relentlessli,gripe,artifici,won,deliverd,discourag,crotch,koala,cuter,mid,snuugl
,absolutli,thicken,matur,carpet,perplex,immov,johnston,foremost,moveabl,pure,deaf,fewer,scientif,southwest,manag,sat,unscent,scare,subtl,piti,eastern,gerd,reallllli,gain,infantcar,damn,vital,irrit,funni,realis,ford,pleasant,elong,patti,copiou,inconsist,compat,squrit,strokcraft,unopen,handheld,cooshi,silki,leach,region,womb,holm,prematur,hardest,unsurpass,dens,spendi,francisco,forget,combi,tripl,maryland,luckili,blend,restless
,medic,unintrus,immobil,leaki,supurb,mealtim,restupright,bitterli,net,vital,oppos,decor,seventh,buttock,flatter,fast,soundli,fifti,gummi,thie,gentl,appropi,squeeki,mulitpurpos,bedrail,drool,separ,nylon,sung,arround,disasembl,dispos,walgreen,endur,strokcraft,enorm,unscent,rout,bum,classic,tubular,slumpi,frantic,babysru,eleg,silent,prettti,slat,headboard,invit,wobbl,j,slumpi,pricier,develop,trane,nighttim,endless,matur,clever
,pretend,alpha,soften,vital,intuit,encrypt,unwarr,clearer,gloriou,nicaragua,graco,match,softest,determin,sorr,nursuri,content,impract,nearbi,older,tier,fisher,frumpi,alarmist,interchang,behold,jordan,crunch,approach,clearer,babywis,swati,workin,spilt,diagion,reliev,delic,ipod,crafti,evolv,pictori,shorter,spong,stuffi,repurchas,clifford,stroller,manipul,relax,invert,personn,balanc,independ,anti,filthli,n,grand,mould,tripl,separ
,doggon,kidco,east,uncomfort,dubiou,shy,detroit,lounder,cupboard,lionheart,diffrent,chintzi,skinni,straightforward,bigg,hug,supris,paranoid,magnigic,greta,teeni,close,soften,scrunch,emili,estat,addict,counter,bawl,cool,purpl,minor,superfici,cooler,collaps,subscept,brilliant,ziploc,peacefulli,discard,ran,wrestl,ment,discov,enviou,comfortabl,micro,awkward,bedsid,unavoid,workout,appropi,common,gring,alot,curv,quot,differnt,gon,tier
,soothi,bouncei,wild,picki,defenti,kei,extern,primari,italian,thrush,won,odyssei,usabl,purrfect,snuggl,peac,gring,bridg,ridicul,surviv,blackwel,happier,fat,tidi,indespens,imho,suppos,compact,hospic,lastli,sleigh,consider,overnight,clamp,unibodi,j,keen,inher,bisphenol,nonconvent,emin,diddl,function,tangl,thankfulli,atleast,sanitari,sage,royal,ensur,neglig,shock,loosen,hei,jingli,estat,zipper,newest,diffent,rave
,j,godsend,steril,bounci,piti,snide,drag,oldest,drown,slump,r,smuther,girli,hind,dare,unsupport,enter,rid,li,petit,cracker,painstakenli,slimmer,snide,raw,saver,infantcar,seper,icrib,thow,tylenol,shrill,sippe,lumpi,definitli,disappear,lager,duct,dri,music,clariti,puppi,digit,awkard,mobi,faulti,kneel,yakima,drape,lactina,satisifi,overlap,corrod,flex,maximum,stringent,sexi,veer,eaten,fat
,skill,dismal,dissapoint,flip,greeeeeat,desir,dens,hei,escap,consider,nhtsa,seali,unconvent,proper,safetli,ampl,scoot,thick,middl,swallow,cranki,lessen,gripe,endur,neatest,wintertim,nicest,count,bounci,accomod,occur,empti,sustain,beautifulli,gorgeou,warm,cheer,tippi,latest,terrifi,lame,overdrawn,audio,accomod,headpiec,adjac,unexpect,clever,stuffi,forgotten,germi,oval,curv,prei,relat,flake,gorgeou,twilight,teeth,autist
,supris,user,privat,affix,pooki,dirti,balconi,smelllllll,collicki,conciou,squeaki,crotch,pat,lighter,hunni,inop,rattl,bold,enertain,artifici,care,wise,saniti,encourag,curiou,unreason,festiv,unmark,prettti,yeah,hailei,horrid,damn,land,neater,estat,forceflex,cross,crouch,hypochondriac,urban,oo,soil,bloodi,incap,careless,occupi,appeal,kei,stairwel,manuver,aleast,safefit,temp,greeeeeat,goreg,magnigic,p,bzzing,injur
,unavail,accommod,icki,twisti,lansinoh,typic,glow,soapi,tremend,lowest,impati,huggi,doubler,holyok,strokcraft,contort,awsom,share,blackwel,sung,tuck,forev,requir,eastern,cleaner,slipperi,con,advanc,naturalatch,preciou,doesnt,tug,hr,holm,mommi,unsur,recharg,assmebl,signific,sterlis,lansinoh,futur,unborn,static,overjoi,neatest,delta,obnoxi,waist,dualli,vibrant,quailti,lb,slam,wipeabl,babiesru,digit,visual,manual,movabl
,difer,shoot,leg,gummi,dumpti,restupright,wainscot,red,lousi,jordan,emori,delai,calmli,unplug,pediatr,reciev,softest,bigg,intermitt,oistur,slap,taut,cordless,plusher,cornic,subtl,wonderful,disppoint,smelllllll,appropi,affect,cuatro,tubbl,torrenti,paralyz,jordan,ampl,awar,absorb,identifi,mishiev,goldilock,malawi,inappropri,allevi,ventair,stainless,rhythmic,sued,grate,useful,load,practal,utmost,mild,repackag,unassist,yucki,floati,close
,huggi,northern,precari,darn,recommendend,taught,anatomi,germi,dismal,reccommend,ambigu,snuggli,bowi,swaddlem,tripl,j,addict,dunk,precari,reli,baffl,inconsist,collaps,clearer,prettiest,ipod,weari,picki,cupboard,aim,desir,gentli,xma,decsrib,mildew,hardest,awak,balanc,reclin,roomi,unattend,nail,attribut,precis,e,fair,nonstop,sponsibl,user,activ,split,severli,relish,excepton,contiual,empti,mammoth,joint,scare,unibodi
,adopt,badli,ilov,peg,evenflo,label,kiddopottomu,horrid,mainstream,unwieldi,pamper,align,neautral,careful,gripe,critic,earliest,fell,nb,hei,seal,rivet,unusu,flash,amplifi,cuatro,choke,plain,detach,pregnant,virtual,endless,ricketi,technic,forget,christma,otbh,limit,crucial,tough,faulti,boil,net,judi,apt,kidco,industri,countless,clamp,magic,load,baught,ergonom,handwash,gigant,twist,sworn,colicki,jazzi,tangl
,itwith,yell,mislead,deeper,oddest,altern,waterproof,seali,tightli,downstair,reluct,n,breastfeed,danger,costli,calmer,crucial,lastli,unfasten,unexpect,neighbor,insecur,slipperi,calmer,doesnt,wad,crowd,homemad,amplifi,sour,ecstat,unscrew,pund,explanatori,detach,fight,dark,unseen,sesam,soak,obnoxi,heckuva,holm,endur,collaps,measlei,snide,ecstat,slumpi,relish,visibl,se,insul,z,neutral,substanti,damag,washabl,contour,east
,sorround,central,laid,wonderfulli,proper,relax,suddenli,plain,cooler,seper,luckili,tippi,tether,advertis,innov,mammoth,germ,typic,uninterrupt,tediou,request,endless,noce,colicki,johnni,puppi,intent,immun,tortur,kolcraft,transfer,suppl,agreat,surpris,matur,instant,favortit,purel,italian,healthi,appeal,endlessli,collaps,wriggl,east,mylicon,stimul,proper,ceram,unassist,indispens,tripl,babysru,grew,relax,angelcar,stretchi,denni,shrill,raod
,needless,matic,ifficult,suppl,notifi,raw,commerci,suffici,consist,cheeri,irregular,dismal,gener,remedi,bulkier,helth,misse,write,fli,irat,dot,guilti,dryabl,amhappi,captiv,digress,liquid,recomend,joei,fasten,disrupt,smooth,vial,pretti,fluid,gross,sleepi,comebersom,irregular,d,perfumi,impos,irrit,bitti,limit,satur,funniest,fisherpric,tighter,desir,inclin,scari,loll,person,sleigh,trimmest,scam,blade,nicer,hungri
,intial,robust,disinfect,windi,wasnt,rich,snazzier,sell,groom,aleast,sceptic,misshapen,thicken,cordless,signific,silent,flimsiest,thow,disnei,grumbl,leeri,collap,england,confid,tremend,manag,becasu,minim,addict,typic,minimum,clever,shallow,shampoo,colicki,inop,tatic,bale,bliss,wise,smoothest,wasnt,nation,chic,bristl,tippi,concert,sampl,nightnight,crawl,faulti,ultra,opposit,extens,absorb,indespens,wrestl,unwil,withth,classic
,declar,fold,mesmor,pose,remind,onlin,sleigh,silent,compactli,lounder,ccomfi,elong,graduat,repeatedli,enorm,unwieldi,opposit,onlt,challeng,arround,ach,activ,harass,lightest,blatant,twin,slice,swivel,detroit,snuugl,insul,til,matur,constrict,initi,plesant,damag,biggr,resiz,appeal,mosaic,compens,surround,digest,spotti,curv,orang,slimmer,soooooo,faulti,connect,unbeliev,anxiou,colicki,nightnight,clap,trim,combi,baggi,sleeptit
,asham,miser,mommi,distress,cutsi,xma,relax,thie,ligh,overh,liquid,regularli,straight,situt,italian,moldi,estrogen,darn,reccomend,apprehens,slick,compel,crank,serv,perplex,reassur,split,almsot,fussi,frai,latch,rental,unopen,regist,constrict,interest,ach,heavier,faster,stainless,preschool,collicki,reciev,clearer,ventair,electr,germi,widest,skip,cook,womb,peg,unintrus,sell,releav,formal,impati,gogo,delux,contiual
,pinch,dens,squish,knob,rom,unconvent,retain,search,cozi,contact,univers,freak,pt,mulitpurpos,satisfactori,weaker,suction,frai,overh,ghz,forgiv,impos,unconcern,upcom,superyard,grand,bounci,temporari,exclus,ador,cranki,disppoint,vent,ambigu,everyh,poop,usabl,skill,breasfeed,powershot,concert,sporad,fone,drool,offici,intern,burnt,wont,unplug,comfortabl,inconsist,prickli,definitli,breastf,doubler,headboard,premaxx,flexibl,sad,indebt
,fingernail,cruiseship,hind,poopi,symetr,walki,seper,pottypir,deeper,inexperiennc,admir,herbal,twill,smack,petrifi,disapoint,sleek,teriff,faint,bulg,increas,discard,preemi,increas,southwest,kidco,lamb,interchang,slower,sweet,recogn,seventh,runni,magnet,soooooo,highest,definitli,safetli,refer,inclin,taup,cushioni,oval,moldi,excruti,miser,oistur,femal,khaki,present,annoyingli,upbeat,net,drool,serv,lead,confus,initi,maintain,looke
,squiggli,intent,wirless,recomn,utmost,wintertim,clamp,pund,carrot,airforc,trim,relat,needlenos,hypochondriac,priceless,familiar,overhead,withth,maneuver,spong,snacki,louder,amuz,refus,retail,apprehens,escap,distress,potenti,blank,repet,unreli,dissappoint,wring,met,consecut,plain,fix,overh,sell,spotless,refund,gring,assur,pelvic,cough,buzz,cast,slice,greater,balmi,viola,maryland,cuphold,tank,bagel,fog,walli,weird,versatil
,bulkier,choke,sippi,ghz,tether,activ,snuugl,cuter,gripe,magnif,exclus,cheapi,cuddl,torso,soften,awar,mellow,textur,widespread,fair,bedsid,wow,inherit,project,costi,roam,piti,wrestl,gassi,overwhelm,cushioni,collet,inexperiennc,escap,precis,cutout,exhaust,chime,insecur,undamag,stuck,label,tumbl,stairwel,kate,faint,itchi,ipod,reliev,pave,repeat,spaciou,doudi,roundabout,dodg,crowd,manuv,fail,crook,grai
,pictori,disatisfi,whimsic,obsolet,pari,effeci,rout,exhaust,drag,usu,surpris,copiou,waterpfoof,impos,surpris,exhaust,ferri,contamin,tidi,outgrow,afriad,human,buzz,rectangular,anim,innaccur,ferri,supurb,babiesru,unexpect,alot,sibl,top,smoother,wreck,purest,superyard,snug,develop,primari,adher,squiggli,teeth,longest,urban,spendi,delic,mealtim,craig,tailgat,opposit,walgreen,advertis,fly,brightest,initi,clich,forewarn,ensur,giggl
,pt,joei,rattl,plesant,cranki,ninth,benefici,select,indespens,compel,filthi,j,pry,mediocr,bathtim,flutterby,smallest,dettach,shaki,serv,patchwork,wirless,vibrat,oistur,l,cumbersom,squat,fasten,wipeabl,raod,perfectili,kill,bassinett,crave,downstair,valuabl,sheer,ghz,twin,allign,robust,fifti,disapoint,quilt,amoung,drastic,mon,backyard,serv,movabl,twill,flimpsi,irrit,foul,tempt,audio,intend,averag,harsh,wasnt
,anatomi,advis,unbear,gentler,waterpfoof,bulkier,appeal,gassi,bathtim,sic,toss,readili,cornic,wild,germaphob,wobbl,thinner,shaki,repet,coolest,guilti,discret,oil,thicken,discontinu,tyke,precoci,flawlessli,creativ,circular,defect,ultim,torrenti,combat,harsh,toon,routin,cari,dot,couldnt,noiseless,function,incorrect,bare,contrast,staticki,sanit,fourth,flutterby,plasic,roomi,ineffect,stronger,beat,convinc,sleeptit,steep,kickplat,grave,econom
,incap,clear,kneel,woo,orthoped,silent,withth,horizont,bubl,confirm,restless,doubl,glu,unconvent,elabor,scari,trendi,swear,headboard,remain,pink,sassi,bummi,east,headpiec,cring,indespens,newer,aquababi,snide,bedsid,plentli,sice,sooth,taper,groov,sunni,wahm,insul,lincoln,flutterby,utterli,plesant,eddi,linger,brilliant,quicker,bake,marri,sang,defect,panick,wreck,realis,suppl,micro,suttl,sooth,femal,brightest
,incert,stainless,attatch,trigger,skip,orthoped,innov,droopi,mild,perfumi,tushi,heed,jingli,abus,unopen,infest,freddi,clever,dolphin,girlli,crowd,vent,increas,slpet,versitl,undamag,princess,proper,sunni,overnight,awak,ferri,taper,cooshi,autist,fourth,signific,cheer,sippi,benefici,defin,innov,loos,handwash,crowd,contiual,tidi,southwest,rental,covet,ducki,function,holograph,explain,meet,overs,symmetr,accomod,onlin,baggi
,brilliantli,screami,escap,mulitpurpos,extend,cosmit,synthet,maxima,select,inclin,lanisoh,impos,drowsi,awkward,looser,limit,tempt,hidden,wintertim,ensur,rip,nicer,faster,permit,rude,l,purpl,hollow,nylon,bridg,greasi,train,sweet,preciou,dunk,daycar,curiti,unsupport,dens,duct,appropi,stumbl,drawbridg,y,audio,encourag,nerdi,crummi,disgust,safetli,rigid,classic,vw,stimul,paralyz,purrfect,balmi,highest,involv,misunderstood
,complimentari,insect,newest,crunchi,vertic,disinfect,noiseless,unconvent,bett,suppos,matur,massiv,bell,dress,plushi,enorm,gloriou,yakima,mild,ingest,cheapi,float,asleep,figur,insul,unwieldi,inconveni,older,thow,lactina,metrolit,softfit,sticki,smuther,damag,discourag,pliabl,sudden,joei,bisphenol,petit,confin,overus,disabl,graco,lag,prickli,pregnant,kidco,unreli,plain,stationari,tightli,traumat,bleech,distress,busti,ergonom,perfumi,withth
,odd,hefti,awar,configur,emit,recent,awhil,float,convert,angelcar,crummi,assembl,whithout,rough,costco,cake,calmli,yearold,ferri,configur,useful,queri,contin,inappropri,enjoy,shinei,splurg,delux,ad,wipe,elimin,goig,moldi,common,jingli,wrestl,filthli,lage,appeal,dodg,determin,ionic,pure,crotch,tortur,pamper,grew,frighten,enhanc,snugli,petit,pine,repeat,unstrap,ding,calmer,hilari,starbuck,decsrib,windi
,prompt,potenti,cramp,religi,rop,lounder,childproof,withth,newer,orang,justifi,diffrent,outstand,ruffl,smart,delight,dislik,contin,scariest,highest,everyh,piti,odorless,usu,famou,vari,problabl,healthi,mild,effeci,accomod,rambuncti,scootch,flimsiest,won,vari,dissapoint,hazi,written,burn,burnt,toon,sunni,metal,contour,curiti,reclin,bold,x,gorgeou,maryland,sweet,longest,ugli,pictori,lack,unbuckl,doesnt,snuggl,select
,exorbit,southern,consist,unnecessari,creepi,outweigh,oppos,strongli,dramat,averag,calmer,yield,chilli,warn,accompani,buzi,invert,awkward,holm,utterli,whimsic,mediocr,highlight,blow,stairwel,comlpic,relax,wonderfulli,adjust,bedsid,desper,greater,repeat,splurg,flood,almsot,match,lb,imho,suppos,sedat,opaqu,regist,snooggl,overfil,expertli,ninth,mid,appli,decsrib,bulker,prohibit,fastest,revers,enoug,progress,ferri,freak,overh,nubi
,metropolitan,front,dunk,origin,tomato,crowd,orthoped,foul,absolutli,wasnt,labor,plumb,kinda,sesam,artifici,compact,cry,unsur,maximum,thrown,tighter,movabl,cold,zantac,convini,fanciest,belov,liquid,petrifi,sterliz,inaccur,ghz,avent,trickier,d,configur,bum,neighbor,otbh,anatomi,net,defect,inexperiennc,rhythmic,rear,glow,everytim,waterpfoof,yearold,celest,paci,outweigh,wireless,rambuncti,babysru,wise,purchs,sleigh,twilight,heed
,br,cherri,accomani,perfecto,endless,unchang,greta,cosco,leeri,groom,hugh,reccommend,neurosmith,unsupport,cardboard,waht,sane,poopi,spotless,miniatur,sanitari,american,unsuccess,unsatisfi,repetit,downstair,classic,supris,dodg,thankfulli,awsom,girli,excruti,quieter,sleepi,l,soften,outdoor,unnecessari,pregnant,freak,nibbl,bagel,awsom,ghz,bru,strolex,pointless,spotless,frumpi,nerdi,gummi,involv,damag,econom,emori,beam,aria,undon,lowest
